PublicationID,Year,Citation,ArticleTitle,DOI
159,1982,"Kim, H. K. 1982. Late-glacial and postglacial pollen studies from the Zuehl Farm Site, north-central Iowa and the Cattail Channel Bog, northwestern Illinois. Master's thesis. University of Iowa, Iowa City, Iowa, USA.",NULL,NULL
160,1986,"Kim, H. K. 1986. Late-glacial and Holocene environment in central Iowa: a comparative study of pollen data from four sites. Dissertation. University of Iowa, Iowa City, Iowa, USA.",NULL,NULL
161,1980,"Bender, M.M., D.A. Baerreis, and R.A. Bryson. 1980. University of Wisconsin radiocarbon dates XVII. Radiocarbon 22(1):115-129.",University of Wisconsin radiocarbon dates XVII,NULL
162,1963,"Stuiver, M., E.S. Deevey, Jr., and I. Rouse. 1963. Yale Natural Radiocarbon measurements VIII. Radiocarbon 5:312-341.",NULL,NULL
163,1984,"Smith, E.N., Jr. 1984. Late-Quaternary vegetational history at Cupola Pond, Ozark National Scenic Riverways, southeastern Missouri. Thesis. The University of Tennessee, Knoxville, Tennessee, USA.",NULL,NULL
164,1985,"Wilkins, G.R. 1985. Late-quaternary vegetational history at Jackson Pond, Larue County, Kentucky. Thesis. The University of Tennessee, Knoxville, Tennessee, USA.",NULL,NULL
165,1965,"Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1965. University of Wisconsin radiocarbon dates I. Radiocarbon 7:399-407.",NULL,NULL
166,1966,"Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1966. University of Wisconsin radiocarbon dates II. Radiocarbon 8:522-533.",NULL,NULL
167,1967,"Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1967. University of Wisconsin radiocarbon dates III. Radiocarbon 9:530-544..",University of Wisconsin radiocarbon dates III. Radiocarbon 9:530-544.,NULL
168,1969,"Stuiver, M. 1969. Yale Natural Radiocarbon Measurments IX. Radiocarbon 11(2):545-658.",Yale Natural Radiocarbon Measurments IX,NULL
169,1982,"Rasmussen, J.B. 1982. Pollen stratigraphy and vegetational history of Cub Lake, Kalkaska County, Michigan. Thesis. Central Michigan University, Mount Pleasant, Michigan, USA.",NULL,NULL
170,1987,"Bennett, K.D. 1987. Holocene history of forest trees in southern Ontario. Canadian Journal of Botany 65:1792-1801.",NULL,NULL
171,1987,"Shane, L.C.K. 1987. Late glacial vegetational and climatic history of the Allegheny Plateau and the Till Plains of Ohio and Indiana, U.S.A. Boreas 16:1-20.",NULL,NULL
172,1990,"Keen, K.L., and L.C.K. Shane. 1990. A continuous record of Holocene eolian activity and vegetation change at Lake Ann, east-central Minnesota. Geological Society of America Bulletin 102:1646-1657.",NULL,NULL
173,1981,"Grimm, E.C. 1981. An ecological and paleoecological study of the vegetation in the Big Woods region of Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",An ecological and paleoecological study of the vegetation in the Big Woods region of Minnesota,NULL
174,1988,"Royall, P.D. 1988. Late-Quaternary paleoecology and paleoenvironments of the Western Lowlands, southeast Missouri. Master's thesis. University of Tennessee, Knoxville, Tennessee, USA.",NULL,NULL
175,1991,"Royall, P.D., P.A. Delcourt, and H.R. Delcourt. 1991. Late Quaternary paleoecology and paleoenvironments of the Central Mississippi Alluvial Valley. Geological Society of America Bulletin 103:157-170.",NULL,NULL
176,1992,"Almquist-Jacobson, H., J.E. Almendinger, and S.E. Hobbie. 1992. Influence of terrestrial vegetation on sediment-forming processes in kettle lakes of west-central Minnesota. Quaternary Research 38(1):103-116.",Influence of terrestrial vegetation on sediment-forming processes in kettle lakes of west-central Minnesota,NULL
177,1988,"Almendinger, J.E. 1988. Lake and groundwater paleohydrology: a groundwater model to explain past lake levels in west-central Minnesota. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NULL,NULL
178,1991,"Kellogg, D.C. 1991. Prehistoric landscapes, paleoenvironments, and archaeology of Western Muscongus Bay, Maine. Dissertation. University of Maine, Orono, Maine, USA.",NULL,NULL
179,1985,"Barnosky, C.W. 1985. Late Quaternary vegetation in the southwestern Columbia Basin, Washington. Quaternary Research 23:109-122.","Late Quaternary vegetation in the southwestern Columbia Basin, Washington",NULL
180,1983,"Barnosky, C.W. 1983. Late-Quaternary vegetational and climatic history of southwestern Washington. Dissertation. University of Washington, Seattle, Washingtion, USA.",NULL,NULL
181,1976,"Baker, R.G. 1976. Late Quaternary vegetation history of the Yellowstone Lake Basin, Wyoming. United States Geological Survey Professional Paper 729-E.",NULL,NULL
182,1988,"Watts, W.A., and B.C.S. Hansen. 1988. Environments of Florida in the late Wisconsin and Holocene. Pages 307-323 in B. Purdy, editor. Wet Site Archaeology. Telford Press, West Caldwell, New Jersy, USA.",NULL,NULL
183,1993,"Grimm, E.C., G.L. Jacobson, Jr., W.A. Watts, B.C.S. Hansen, and K.A. Maasch. 1993. A 50,000-year record of climate oscillations from Florida and its temporal correlation with the Heinrich events. Science 261:198-200.","A 50,000-year record of climate oscillations from Florida and its temporal correlation with the Heinrich events",NULL
184,1992,"Anderson, R.S., G.L. Jacobson, Jr., R.B. Davis, and R. Stuckenrath, Jr. 1992. Gould Pond, Maine: late-glacial transitions from marine to upland environments. Boreas 21: 359-371.",NULL,NULL
185,1987,"Jacobson, G.L., Jr., T. Webb III, and E.C. Grimm. 1987. Patterns and rates of vegetation change during the deglaciation of eastern North America. Pages 277-288 in W.F. Ruddiman and H.E. Wright, Jr., editors. North America and adjacent oceans during the last deglaciation. The Geology of North America K-3. Geological Society of America, Boulder, Colorado, USA.",Patterns and rates of vegetation change during the deglaciation of eastern North America,NULL
186,NULL,"Jacobson, G.L., Jr., R.B. Davis, R.S. Anderson, M. Tolonen, and R. Stuckenrath, Jr. (n.d.) Post-glacial vegetation of the coastal lowlands of Maine. Unpublished manuscript.",NULL,NULL
187,1987,"MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.",NULL,NULL
188,1987,"MacDonald, G.M. 1987. Postglacial development of the subalpine-boreal transition forest of western Canada. Journal of Ecology 75:303-320.",NULL,NULL
189,1985,"MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.",NULL,NULL
190,1984,"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.",NULL,NULL
191,1991,"MacDonald, G.M., and L.C. Cwynar. 1991. Post-glacial population growth rates of Pinus contorta ssp. latifolia in western Canada. Journal of Ecology 79:417-429.",NULL,NULL
192,1991,"Markgraf, V. 1991. Younger Dryas in southern South America?. Boreas 20(1):63-69. [DOI: 10.1111/j.1502-3885.1991.tb00459.x]",Younger Dryas in southern South America?,10.1111/j.1502-3885.1991.tb00459.x
194,1993,"Moreno, P.I. 1993. Vegetation and climate near Lago Llanquihue in the Chilean Lake District. M.S. Thesis. University of Maine, Orono, Maine, USA.",NULL,NULL
195,1987,"MacDonald, G.M., R.P. Beukens, W.E. Kieser, and D.H. Vitt. 1987. Comparative radiocarbon dating of terrestrial plant macrofossils and aquatic moss from the ""ice-free corridor"" of western Canada. Geology 15(9):837-840. [DOI: 10.1130/0091-7613(1987)?15<837:CRDOTP>?2.0.CO;2]","Comparative radiocarbon dating of terrestrial plant macrofossils and aquatic moss from the ""ice-free corridor"" of western Canada",10.1130/0091-7613(1987)?15<837:CRDOTP>?2.0.CO;2
196,1989,"MacDonald, G.M. 1989. Postglacial palaeoecology of the subalpine forest–grassland ecotone of southwestern Alberta: new insights on vegetation and climate change in the Canadian Rocky Mountains and adjacent foothills. Palaeogeography, Palaeoclimatology, Palaeoecology 73(3-4):155-173. [DOI: 10.1016/0031-0182(89)90001-1]",Postglacial palaeoecology of the subalpine forest–grassland ecotone of southwestern Alberta: new insights on vegetation and climate change in the Canadian Rocky Mountains and adjacent foothills,10.1016/0031-0182(89)90001-1
197,1991,"MacDonald, G.M., R.P. Beukens, and W.E. Kieser. 1991. Radiocarbon dating of limnic sediments: a comparative analysis and discussion. Ecology 72(3):1150-1155. [DOI: 10.2307/1940612]",Radiocarbon dating of limnic sediments: a comparative analysis and discussion,10.2307/1940612
198,1993,"Hussey, T.C. 1993. A 20,000-year history of vegetation and climate at Clear Pond, northeastern South Carolina. Master's thesis. University of Maine, Orono, Maine, USA.","A 20,000-year history of vegetation and climate at Clear Pond, northeastern South Carolina",NULL
199,1990,"Baker, R.G., C.A. Chumbley, P.M. Witinok, and H.K. Kim. 1990. Holocene vegetational changes in eastern Iowa. Journal of the Iowa Academy of Science 97:167-177.",NULL,NULL
200,1989,"Chumbley, C.A. 1989. Late-glacial and Holocene vegetation of the Roberts Creek Basin, northeast Iowa. Dissertation. University of Iowa, Iowa City, Iowa, USA.",NULL,NULL
201,1990,"Chumbley, C.A., R.G. Baker, and E.A. Bettis III. 1990. Midwestern Holocene paleoenvironments revealed by floodplain deposits in northeastern Iowa. Science 249:272-274.",NULL,NULL
202,1992,"Baker, R.G., L.J. Maher, Jr., C.A. Chumbley, and K.L. Van Zant. 1992. Patterns of Holocene environmental change in the midwestern United States. Quaternary Research 37:379-389.",Patterns of Holocene environmental change in the midwestern United States.,NULL
203,1986,"Vance, R.E. 1986. Pollen stratigraphy of Eaglenest Lake, northeastern Alberta. Canadian Journal of Earth Sciences 23:11-20.",NULL,NULL
204,1976,"Burkart, M.R. 1976. Pollen biostratigraphy and late Quaternary vegetation history of the Bighorn Mountains, Wyoming. Doctoral dissertation. University of Iowa, Iowa City, Iowa, USA.","Pollen biostratigraphy and late Quaternary vegetation history of the Bighorn Mountains, Wyoming",NULL
205,1992,"Watts, W.A., B.C.S. Hansen, and E.C. Grimm. 1992. Camel Lake: A 40,000-yr record of vegetational and forest history from northwest Florida. Ecology 73:1056-1066.","Camel Lake: A 40,000-yr record of vegetational and forest history from northwest Florida",NULL
206,1993,"McAndrews, J.H., and I.D. Campbell. 1993. 6 ka mean July temperature in eastern Canada from Bartlein and Webb's (1985) pollen transfer functions: comments and illustrations. Pages 22-25 in A. Telka, editor. Proxy climate data and models of the six thousand years before present time interval: the Canadian perspective. Canadian Global Change Program Incidental Report Series IR93-3. The Royal Society of Canada, Ottawa, Ontario, Canada.",NULL,NULL
207,1966,"Watts, W.A., and H.E. Wright, Jr. 1966. Late-Wisconsin pollen and seed analysis from the Nebraska Sandhills. Ecology 47:202-210.",NULL,NULL
208,1975,"Saporito, M.S. 1975. Chemical and mineral studies of a core from Lake Patzcuaro, Mexico. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.",NULL,NULL
209,1982,"Watts, W.A., and J.P. Bradbury. 1982. Paleoecological studies at Lake Patzcuaro on the west-central Mexican Plateau and at Chalco in the Basin of Mexico. Quaternary Research 17:56-70.",NULL,NULL
210,1981,"Gauthier, R. 1981. Histoire de la colonisation végétale postglaciaire des Montérégiennes: deux sites du mont Saint-Bruno. Thesis. Université de Montréal, Montréal, Québec, Canada.",NULL,NULL
211,1973,"Richard, P.J.H. 1973. Histoire postglaciaire comparée de la végétation dans deux localités au sud de la ville de Québec. Le Naturaliste canadien 100:591-603.",NULL,NULL
212,1981,"Richard, P.J.H. 1981. Paléophytogéographie postglaciaire en Ungava par l'analyse pollinique. Collection Paléo-Québec, no. 13, 154 pages.",NULL,NULL
213,1979,"Comtois, P.G. 1979. Histoire holocène du climat et de la végétation à Lanoraie. Mémoire de M.Sc., département de Géographie, Université de Montréal, 322 pages.",NULL,NULL
214,1982,"Comtois, P.G. 1982. Histoire holocène du climat et de la végétation à Lanoraie (Québec). Canadian Journal of Earth Science 19:1938-1952.",NULL,NULL
215,1973,"Richard, P.J.H. 1973. Histoire postglaciaire comparée de la végétation dans deux localités au nord du Parc des Laurentides, Québec. Naturaliste Canadien 100:577-590.",NULL,NULL
216,1975,"Richard, P.J.H. 1975. Histoire postglaciaire de la végétation dans la partie centrale du Parc des Laurentides, Québec. Le Naturaliste Canadien 102:669-681.",NULL,NULL
217,1976,"Richard, P.J.H., and P. Poulin. 1976. Un diagramme pollinique au mont des Eboulements, région de Charlevoix, Québec. Canadian Journal of Earth Science 13:145-156.",NULL,NULL
218,1979,"Larouche, A.C. 1979. Histoire postglaciaire comparée de la végétation à Sainte-Foy et au Mont des Eboulements, par l'analyse pollinique et macrofossile. Mémoire de M.Sc., Foresterie et Géodésie, Université Laval, 117 pages.",NULL,NULL
219,1975,"Richard, P.J.H. 1975. Contribution à l'histoire postglaciaire de la végétation dans la plaine du Saint-Laurent: Lotbinière et Princeville. Revue de Géographie de Montréal 29:95-107.",NULL,NULL
220,1978,"Richard, P.J.H. 1978. Histoire tardiglaciaire et postglaciaire de la végétation au mont Shefford, Québec. Géographie physique et Quaternaire 32:81-93.",NULL,NULL
221,1971,"Richard, P.J.H. 1971. Two pollens diagrams from the Québec city area, Canada. Pollen et Spores 13:523-559.",NULL,NULL
222,1973,"Richard, P.J.H. 1973. Histoire postglaciaire de la végétation dans la région de Saint-Raymond de Portneuf, telle que révélée par l'analyse pollinique d'une tourbière. Le Naturaliste Canadien 100:561-575.",NULL,NULL
223,1980,"Richard, P.J.H. 1980. Histoire postglaciaire de la végétation au sud du lac Abitibi, Ontario et Québec. Géographie physique et Quaternaire 34:77-94.",NULL,NULL
224,1987,"Barnosky, C.W., E.C. Grimm, and H.E. Wright, Jr. 1987. Towards a postglacial history of the northern Great Plains: a review of the paleoecologic problems. Annals of the Carnegie Museum 56:259-273.",Towards a postglacial history of the northern Great Plains: a review of the paleoecologic problems,NULL
225,1986,"Watts, W.A., and B.C.S. Hansen. 1986. Holocene climate and vegetation of Bermuda. Pollen et Spores 28:355-364.",NULL,NULL
226,1992,"Gajewski, K., and S. Garralla. 1992. Holocene vegetation histories from three sites in the tundra of northwestern Quebec, Canada. Arctic and Alpine Research 24:329-336.",NULL,NULL
227,1992,"Garralla, S., and K. Gajewski. 1992. Holocene vegetation history of the boreal forest near Chibougamau, central Quebec. Canadian Journal of Botany 70:1364-1368.",NULL,NULL
